symbol,date,open,high,low,close,volume,average_price,daily_gain
AAPL,2023-08-28,178.34314839003864,178.83829845949455,176.81809282485807,178.4421844482422,43820700,177.8281956421763,0.0555311819363865
AAPL,2023-08-29,177.95693577395411,183.10649358507428,177.75887876406125,182.3340606689453,53003900,180.43268617456778,2.4596540033433394
AAPL,2023-08-30,183.14608368084174,186.0278602958339,182.94802670379437,185.8297882080078,60813900,184.48794349981415,1.4653354705868624
AAPL,2023-08-31,186.0179606639307,187.28554353881972,185.66145203594442,186.04766845703125,60794500,186.4734977873821,0.015970389630401132
AAPL,2023-09-01,187.65196121049496,188.0777829772235,186.45369150574666,187.62225341796875,45766500,187.26573724148508,-0.01583132536136193
AAPL,2023-09-05,186.45368485534252,188.13719185182467,185.79018566129048,187.8599090576172,45280000,186.9636887565576,0.7541949108518133
AAPL,2023-09-06,186.57252563325392,187.01817274976997,179.70975345688714,181.1357879638672,81755800,183.36396310332856,-2.9140076498046334
AAPL,2023-09-07,173.48075801343515,176.4813811102254,171.8566665123906,175.83767700195312,112488800,174.16902381130802,1.35860542431769
AAPL,2023-09-08,176.6200091931817,178.49167556913386,176.06542850593996,176.45164489746094,65551300,177.2785520375369,-0.09532572016605309
AAPL,2023-09-11,178.32335902789833,178.55112383618751,175.61982868156718,177.6202392578125,58953100,177.08547625887735,-0.39429482145176087
AAPL,2023-09-12,177.748995485491,178.38278703454566,173.12429517881725,174.58993530273438,90370200,175.75354110668144,-1.7772590917480013
AAPL,2023-09-13,174.7978655233742,175.58021106580875,172.29240747476095,172.5201873779297,84267900,173.93630927028485,-1.3030354453269632
AAPL,2023-09-14,172.31222690532334,174.39186327435525,171.89630265367322,174.0353546142578,60895800,173.14408296401422,1.0000031569908499
AAPL,2023-09-15,174.76813536061914,174.78794559113751,172.1339489112559,173.31239318847656,109259500,173.46094725119673,-0.8329562875628206
AAPL,2023-09-18,174.76813049970744,177.64000941385729,174.4611399337141,176.24368286132812,67257600,176.0505746737857,0.8442914376904408
AAPL,2023-09-19,175.7980702206982,177.88760394386657,175.4118538031827,177.33303833007812,51826900,176.64972887352462,0.8731427526211791
AAPL,2023-09-20,177.52118590379774,177.95692035427507,173.69862701203755,173.7877655029297,58436200,175.8277736831563,-2.1030844188317164
AAPL,2023-09-21,172.856870429388,174.5898954535224,172.17356100214752,172.2428741455078,63149100,173.38172822783497,-0.355205021562053
AAPL,2023-09-22,172.97571228348323,175.36233909077248,172.36173107244514,173.09454345703125,56725400,173.8620350816088,0.06869818425911098
AAPL,2023-09-25,172.51027081019092,175.2534062611611,172.46075278406465,174.37203979492188,46172700,173.85707952261288,1.0792221100733297
AAPL,2023-09-26,173.12426626356617,173.50057001651604,169.99491440180657,170.29200744628906,64588900,171.7477422091613,-1.635968705256632
AAPL,2023-09-27,170.94559986493434,171.3615240971404,167.41023633579258,168.77684020996094,66921800,169.3858802164665,-1.2686841057546705
AAPL,2023-09-28,167.69740591218968,170.36131544966938,165.99408862675534,169.03431701660156,56294400,168.17770203821237,0.7972163296979803
AAPL,2023-09-29,170.35142654777866,171.39124466953126,168.68771453081845,169.54928588867188,51861100,170.03947960017484,-0.4708740486430888
AAPL,2023-10-02,169.55919331240622,172.60931959526494,169.2719978061565,172.0646514892578,52164500,170.9406587007107,1.4776303943811415
AAPL,2023-10-03,170.58908076573104,171.9458021063211,169.1630613901914,170.72772216796875,49594600,170.55443174825626,0.08127214333730129
AAPL,2023-10-04,169.43041623876405,172.52016238398562,169.3115850792172,171.97549438476562,53020300,170.9158737316014,1.5021376931607175
AAPL,2023-10-05,172.10426293848624,173.7481648763392,171.00502912591972,173.21340942382812,48527900,172.37659700112945,0.6444619478939426
AAPL,2023-10-06,172.1141468247828,176.26350633418187,171.50015053588783,175.7683563232422,57266700,173.88182843503483,2.123131401963995
AAPL,2023-10-09,175.09495269037185,177.3132302836497,174.09475506108697,177.25381469726562,42390800,175.70399267236832,1.2329664411922718
AAPL,2023-10-10,176.37242659771795,177.97670767634264,176.2238725392073,176.65960693359375,43698000,177.10029010777498,0.16282609556131078
AAPL,2023-10-11,176.4714829606774,178.10548726772782,175.87731193966172,178.05596923828125,47551100,176.9913996036948,0.89787100500363
AAPL,2023-10-12,178.3233466007442,180.57131695227565,177.30332359387822,178.95713806152344,56743100,178.93732027307692,0.3554169842932897
AAPL,2023-10-13,179.6602521369707,180.16529977566205,176.41206884050376,177.1151885986328,51427100,178.2886843080829,-1.416597999872323
AAPL,2023-10-16,175.03551235106417,177.34291299761338,174.79783492835955,176.9864044189453,52517000,176.07037396298648,1.1145692903553701
AAPL,2023-10-17,174.93650583601004,176.6893412361662,173.1044597256959,175.43165588378906,57549400,174.89690048093104,0.283045580116472
AAPL,2023-10-18,173.87688106979198,175.8574811296678,173.41143884685883,174.1343536376953,54764400,174.6344599882633,0.14807751687240625
AAPL,2023-10-19,174.33243269200634,176.11497599372035,173.49068662646167,173.75807189941406,59302900,174.802831310091,-0.32946295977352547
AAPL,2023-10-20,173.60950111647477,173.71843472751576,170.96540176933075,171.2030792236328,64244000,172.34191824842327,-1.3861118644811332
AAPL,2023-10-23,169.25217604772806,172.32209697076135,168.28167117128655,171.3218994140625,55980100,170.30188407102395,1.2228636669054076
AAPL,2023-10-24,171.3714282347356,171.98540943587548,169.78694209599936,171.7576446533203,43816600,170.88617576593742,0.2253680339617083
AAPL,2023-10-25,170.2127862637829,171.38133313025827,168.99470625930118,169.4403533935547,57157000,170.1880196947797,-0.4538042571203535
AAPL,2023-10-26,168.71743481214864,169.71764765287952,164.06302704400315,165.2711944580078,70625300,166.89033734844134,-2.0426106869025706
AAPL,2023-10-27,165.29099661436564,167.321114882013,165.2117707914918,166.58828735351562,58499100,166.2664428367524,0.7848526330666681
AAPL,2023-10-30,167.38051344932887,169.5096524459554,167.23195938000526,168.63818359375,51131000,168.37080591298033,0.7513838489937846
AAPL,2023-10-31,167.70733154956028,169.24228464861295,166.27138428536674,169.11355590820312,44846000,167.75683446698986,0.8384990361779637
AAPL,2023-11-01,169.34130885799144,172.53997379429074,168.46983997695696,172.28250122070312,56934900,170.50490688562385,1.7368428191246323
AAPL,2023-11-02,173.8174769968696,176.05554977286621,173.75806140886317,175.84759521484375,77334800,174.90680559086468,1.167959777721725
AAPL,2023-11-03,172.5498964006483,175.10487249469713,171.66852990822986,174.93650817871094,79829200,173.3867012014635,1.3831429794203443
AAPL,2023-11-06,174.66912431484397,177.6895273209714,174.50077512285628,177.49147033691406,63841300,176.09515122191385,1.6158242237378873
AAPL,2023-11-07,177.4419442386158,180.67033186387974,177.23398970359145,180.0563507080078,70530000,178.9521607837356,1.4733869607944976
AAPL,2023-11-08,180.5812266581694,181.67054768588966,179.82858892219454,181.11598205566406,49340300,180.7495683040421,0.2961301168403915
AAPL,2023-11-09,181.18530832204868,182.3340449245472,180.04645416963677,180.64064025878906,53763500,181.19024954709198,-0.3006138126229851
AAPL,2023-11-10,182.425536381392,185.00371491529177,181.98922784820692,184.8351287841797,66133400,183.49647138174936,1.320863542782753
AAPL,2023-11-13,184.26000678217753,184.46823531200093,182.66352248721634,183.24856567382812,43627500,183.56587889960863,-0.5489205856510547
AAPL,2023-11-14,186.12420582715117,186.53076740007103,184.7359652497266,185.86639404296875,60108400,185.63336632489882,-0.13851598884555918
AAPL,2023-11-15,186.2729800870119,187.9091220632552,186.20356048367708,186.43162536621094,53790500,187.05634127346616,0.08516816509025794
AAPL,2023-11-16,187.9785160308428,189.35684600106327,187.06622636374277,188.11734008789062,54412900,188.21153618240302,0.07385102296745959
AAPL,2023-11-17,188.65281519385715,188.78172866103995,186.98692637498098,188.09751892089844,50922700,187.88432751801048,-0.2943482568166812
AAPL,2023-11-20,188.2958266614519,190.29887250675844,188.2859160609316,189.8427276611328,46505100,189.29239428384503,0.8215269701447842
AAPL,2023-11-21,189.8030754431615,189.91215257469014,188.14709726863614,189.03953552246094,38134500,189.02962492166313,-0.4022800573266876
AAPL,2023-11-22,189.88239992204348,191.31029805901488,189.22793715258507,189.7039031982422,39617700,190.26911760579998,-0.09400382756620432
AAPL,2023-11-24,189.26759079649733,189.2973377280717,187.66119596873028,188.37515258789062,24048300,188.47926684840098,-0.47152193613869436
AAPL,2023-11-27,188.3255687303111,189.0692722786972,187.31412766791345,188.1966552734375,40552600,188.19169997330533,-0.0684524452748097
AAPL,2023-11-28,188.1867388581487,189.47582799498892,187.8099242301234,188.80152893066406,38415400,188.64287611255617,0.3266914960351124
AAPL,2023-11-29,189.2973359031836,190.47734794655034,187.3835460471391,187.78018188476562,43014200,188.93044699684472,-0.8014661226896156
AAPL,2023-11-30,188.2462390361622,188.7222202024886,186.61009727764167,188.35531616210938,48794400,187.66615874006513,0.0579438540210235
AAPL,2023-12-01,188.73214223180454,189.95181189166442,187.64137090627887,189.63450622558594,45704800,188.79659139897166,0.4781188742472341
AAPL,2023-12-04,188.38504622543272,188.45446581331387,185.87628768397204,187.83966064453125,43389500,187.16537674864296,-0.28950577120055815
AAPL,2023-12-05,188.61313058416235,192.76794143388682,188.58336852388663,191.79617309570312,66628400,190.6756549788867,1.6876038808551823
AAPL,2023-12-06,192.8175368647406,193.1249319103576,190.4971854261922,190.70542907714844,41089700,191.81105866827488,-1.0953919554909428
AAPL,2023-12-07,192.0044269286476,193.3629205543118,191.96475426663108,192.63905334472656,47477700,192.66383741047144,0.33052697077385496
AAPL,2023-12-08,192.56962283922067,194.3446036620394,192.04407357743747,194.06695556640625,53406400,193.19433861973843,0.7775539595025979
AAPL,2023-12-11,191.48879255742054,191.8656072016425,189.81297812056516,191.55819702148438,60943700,190.83929266110383,0.03624466118194611
AAPL,2023-12-12,191.45904261144975,193.08527375940776,190.11045957675134,193.0753631591797,52696900,191.59786666807955,0.8442121749298256
AAPL,2023-12-13,193.45216455954898,196.33773797632358,193.214189106248,196.29808044433594,70404200,194.7759635412858,1.4711212414017338
AAPL,2023-12-14,196.35759757334458,197.94415626252416,194.5132119382899,196.44683837890625,66831600,196.22868410040704,0.04544810420607177
AAPL,2023-12-15,195.87168903034603,196.73438033852585,195.34613971264017,195.91136169433594,128538400,196.040260025583,0.020254414604939618
AAPL,2023-12-18,194.44378607807738,194.9792611555933,192.75806090539803,194.24546813964844,55751900,193.86866103049567,-0.1019924279551468
AAPL,2023-12-19,194.51318587990949,195.29654695271066,194.24544836840317,195.28663635253906,40714100,194.77099766055693,0.39763395428991505
AAPL,2023-12-20,195.24696511767544,196.0204155959587,193.19435119628906,193.19435119628906,52242800,194.60738339612388,-1.0512910764831966
AAPL,2023-12-21,194.45368523269553,195.42545358966169,191.875506993429,193.04559326171875,46482500,193.65048029154536,-0.7241271716150673
AAPL,2023-12-22,193.54139247575878,193.7694724442452,191.34995462543642,191.97467041015625,37149600,192.5597135348408,-0.8095023217313924
AAPL,2023-12-26,191.98458698376479,192.262235089905,191.21113652656177,191.42929077148438,28919300,191.7366858082334,-0.28923999629583236
AAPL,2023-12-27,190.87399477798158,191.87551008122907,189.48573911500236,191.5284423828125,48087700,190.6806245981157,0.3428689201963593
AAPL,2023-12-28,192.51016078496022,193.02579953233345,191.54830289093405,191.95486450195312,34049900,192.28705121163375,-0.2884503761998196
AAPL,2023-12-29,192.27214410156537,192.76794644853246,190.1203637314106,190.9136505126953,42672100,191.44415508997153,-0.7065472719503527
AAPL,2024-01-02,185.5788148528252,186.85799339797134,182.34618895522584,184.0814971923828,82488700,184.6020911765986,-0.8068365247562536
AAPL,2024-01-03,182.67343910134508,184.3195067154423,181.8900628291485,182.70318603515625,58414500,183.10478477229537,0.016284214036538156
AAPL,2024-01-04,180.62080322049852,181.552914127362,179.36147605378457,180.38282775878906,71983600,180.4571950905733,-0.13175418194710237
AAPL,2024-01-05,180.46214807824285,181.2256728170181,178.65742022872922,179.658935546875,62379700,179.94154652287367,-0.4450864294376012
AAPL,2024-01-08,180.56131218264795,184.04185467153414,179.97626898919978,184.00218200683594,59144500,182.00906183036696,1.9056517603878238
AAPL,2024-01-09,182.37593441619447,183.59560395931726,181.19592240352762,183.585693359375,42841800,182.39576318142244,0.6633325537457033
AAPL,2024-01-10,182.80234296869347,184.83512061558696,182.375945055311,184.62689208984375,46792900,183.60553283544897,0.9980994179394922
AAPL,2024-01-11,184.97392753345,185.47965559618967,182.07844372761645,184.0319061279297,49128400,183.77904966190306,-0.5092725326654244
AAPL,2024-01-12,184.49797017252533,185.17226924419936,183.63527891547233,184.35914611816406,40477800,184.40377407983584,-0.07524421771765293
AAPL,2024-01-16,180.63071876275188,182.71307958868692,179.41103406753936,182.08837890625,65603000,181.06205682811316,0.8069835261037025
AAPL,2024-01-17,179.74819585869176,181.39424823145328,178.786338048284,181.14634704589844,47317400,180.09029313986863,0.7778387874923814
AAPL,2024-01-18,184.52771753168435,187.55211493445296,184.26990575318283,187.04640197753906,78005800,185.9110103438179,1.3649355660741027
AAPL,2024-01-19,187.74053828049293,190.3385380102556,187.23482528040057,189.95181274414062,68903000,188.7866816453281,1.1778353699742528
AAPL,2024-01-22,190.68557454998964,193.69013538694645,190.6459018913611,192.26222229003906,60133900,192.1680186391538,0.8268311558282526
AAPL,2024-01-23,193.38276708914043,194.10663433692045,192.20275498822556,193.54141235351562,42355600,193.154694662573,0.08203691919563204
AAPL,2024-01-24,193.77940103141137,194.73134826169684,192.7084660713482,192.86712646484375,53631300,193.71990716652252,-0.4707799496292897
AAPL,2024-01-25,193.58105911440475,194.62224701298916,191.4887727178786,192.5398712158203,54822100,193.05550986543386,-0.5378562878763394
AAPL,2024-01-26,192.63905549468925,193.1249321296598,190.3286146537771,190.80458068847656,44594000,191.72677339171844,-0.9522860260614474
AAPL,2024-01-29,190.39803999060732,190.58644733122568,187.9884474907554,190.12039184570312,47145600,189.28744741099052,-0.14582510666490467
AAPL,2024-01-30,189.33701232459805,190.18979301004535,185.89614265093053,186.4613494873047,55859400,188.04296783048795,-1.5188064932403949
AAPL,2024-01-31,185.46973396127981,185.52924295226458,182.80233006356883,182.85189819335938,55467800,184.16578650791672,-1.4114625130518386
AAPL,2024-02-01,182.44534401847454,185.3804852934909,182.27677304456427,185.29124450683594,64885400,183.82862916902758,1.559864683679303
AAPL,2024-02-02,178.35001646911297,185.75730456104918,177.7451370154647,184.28973388671875,102551700,181.75122078825694,3.3303711068815236
AAPL,2024-02-05,186.57041025788217,187.66118143341563,184.27980591994816,186.10435485839844,69668800,185.97049367668188,-0.24980134783406577
